TERYT4;GENDER;AGE_GROUP;PREDICTED_CASES
1411;K;<75-84>;2.816806082
1411;K;85+;1.015882432
1411;M;<0-44>;0.466823356
1411;M;<45-54>;0.506355952
1411;M;<55-64>;0.753649965
1411;M;<65-74>;0.760060684
1411;M;<75-84>;0.656364771
1411;M;85+;0.416168285
1412;K;<0-44>;7.123704347
1412;K;<45-54>;12.80083557
1412;K;<55-64>;19.51326091
1412;K;<65-74>;12.45179666
1412;K;<75-84>;7.752718991
1412;K;85+;2.607391001
1412;M;<0-44>;1.381396407
1412;M;<45-54>;1.341416798
1412;M;<55-64>;2.040818846
1412;M;<65-74>;2.16601896
1412;M;<75-84>;1.773436852
1412;M;85+;0.870438532
1413;K;<0-44>;3.668673847
1413;K;<45-54>;7.432854833
1413;K;<55-64>;10.55246812
1413;K;<65-74>;6.85412081
1413;K;<75-84>;4.528063703
1413;K;85+;1.496751995
1413;M;<0-44>;0.905398484
1413;M;<45-54>;0.981691973
1413;M;<55-64>;1.337018559
1413;M;<65-74>;1.477170154
1413;M;<75-84>;1.183707155
1413;M;85+;0.600800361
1414;K;<0-44>;4.263519698
1414;K;<45-54>;8.381802632
1414;K;<55-64>;13.5263689
1414;K;<65-74>;7.571619287
1414;K;<75-84>;4.57876922
1414;K;85+;1.371882496
1414;M;<0-44>;0.496473876
1414;M;<45-54>;0.501215654
1414;M;<55-64>;0.824398237
1414;M;<65-74>;0.807891415
1414;M;<75-84>;0.594381982
1414;M;85+;0.2889326
1415;K;<0-44>;4.047782956
1415;K;<45-54>;7.52781382
1415;K;<55-64>;8.463438411
1415;K;<65-74>;5.767995402
1415;K;<75-84>;4.636202212
1415;K;85+;1.449264061
1415;M;<0-44>;0.830858048
1415;M;<45-54>;0.906580504
1415;M;<55-64>;1.005926276
1415;M;<65-74>;1.012134889
1415;M;<75-84>;1.008772561
1415;M;85+;0.504722235
1416;K;<0-44>;3.067720714
1416;K;<45-54>;6.103194358
1416;K;<55-64>;8.918820427
1416;K;<65-74>;5.874913062
1416;K;<75-84>;4.039245902
1416;K;85+;1.465210467
1416;M;<0-44>;0.590575637
1416;M;<45-54>;0.624482937
1416;M;<55-64>;0.923823913
1416;M;<65-74>;1.050364127
1416;M;<75-84>;0.902706251
1416;M;85+;0.529499735
1417;K;<0-44>;5.921157616
1417;K;<45-54>;11.55591108
1417;K;<55-64>;18.09718129
1417;K;<65-74>;12.4066415
1417;K;<75-84>;7.157106252
1417;K;85+;2.422445742
1417;M;<0-44>;0.930574932
1417;M;<45-54>;0.953748923
1417;M;<55-64>;1.438445268
1417;M;<65-74>;1.719083212
1417;M;<75-84>;1.314017682
1417;M;85+;0.674474952
1418;K;<0-44>;9.650697231
1418;K;<45-54>;15.70251882
1418;K;<55-64>;25.29667331
1418;K;<65-74>;15.48846482
1418;K;<75-84>;7.823859425
1418;K;85+;2.796049513
1418;M;<0-44>;1.275872374
1418;M;<45-54>;1.149845497
1418;M;<55-64>;1.720207005
1418;M;<65-74>;2.035114052
1418;M;<75-84>;1.340525934
1418;M;85+;0.662645595
1419;K;<0-44>;5.961680912
1419;K;<45-54>;11.28413314
1419;K;<55-64>;15.83906399
1419;K;<65-74>;10.58193919
1419;K;<75-84>;6.496590792
1419;K;85+;2.248559269
1419;M;<0-44>;1.21340067
1419;M;<45-54>;1.258650895
1419;M;<55-64>;1.718812484
1419;M;<65-74>;2.01697663
1419;M;<75-84>;1.446925121
1419;M;85+;0.72229367
1420;K;<0-44>;4.595806404
1420;K;<45-54>;9.066492859
1420;K;<55-64>;14.34342692
1420;K;<65-74>;8.742969891
1420;K;<75-84>;5.4552276
1420;K;85+;1.888282342
1420;M;<0-44>;0.868164787
1420;M;<45-54>;0.906497728
1420;M;<55-64>;1.373408468
1420;M;<65-74>;1.519850055
1420;M;<75-84>;1.12669337
1420;M;85+;0.545989657
1421;K;<0-44>;8.751823602
1421;K;<45-54>;16.48466065
1421;K;<55-64>;28.42287665
1421;K;<65-74>;18.79079967
1421;K;<75-84>;9.534605225
1421;K;85+;3.174353978
1421;M;<0-44>;0.781212514
1421;M;<45-54>;0.755726826
1421;M;<55-64>;1.223694783
1421;M;<65-74>;1.531507574
1421;M;<75-84>;1.121745989
1421;M;85+;0.55036495
1422;K;<0-44>;2.565218443
1422;K;<45-54>;4.90354788
1422;K;<55-64>;7.107341618
1422;K;<65-74>;4.374486648
1422;K;<75-84>;3.190771492
1422;K;85+;0.996006222
1422;M;<0-44>;0.521926585
1422;M;<45-54>;0.555604632
1422;M;<55-64>;0.781668383
1422;M;<65-74>;0.791426743
1422;M;<75-84>;0.652443877
1422;M;85+;0.333107394
1423;K;<0-44>;1.894446816
1423;K;<45-54>;3.910545494
1423;K;<55-64>;5.223303232
1423;K;<65-74>;4.001087334
1423;K;<75-84>;3.143243335
1423;K;85+;0.875432621
1423;M;<0-44>;0.407397398
1423;M;<45-54>;0.465150329
1423;M;<55-64>;0.644596467
1423;M;<65-74>;0.736600182
1423;M;<75-84>;0.668444752
1423;M;85+;0.305503604
1424;K;<0-44>;2.510160581
1424;K;<45-54>;4.744274211
1424;K;<55-64>;7.171060718
1424;K;<65-74>;4.515062455
1424;K;<75-84>;2.860807037
1424;K;85+;0.882277027
1424;M;<0-44>;0.536901411
1424;M;<45-54>;0.545061454
1424;M;<55-64>;0.812807648
1424;M;<65-74>;0.875126393
1424;M;<75-84>;0.694488631
1424;M;85+;0.346487631
1425;K;<0-44>;6.964087232
1425;K;<45-54>;12.15953581
1425;K;<55-64>;18.28691102
1425;K;<65-74>;10.40790872
1425;K;<75-84>;6.640939259
1425;K;85+;2.278755291
1425;M;<0-44>;1.614048609
1425;M;<45-54>;1.509468202
1425;M;<55-64>;2.22721636
1425;M;<65-74>;2.248756925
1425;M;<75-84>;1.676440867
1425;M;85+;0.852131404
1426;K;<0-44>;3.53392335
1426;K;<45-54>;6.286508783
1426;K;<55-64>;8.582766091
1426;K;<65-74>;6.109560154
1426;K;<75-84>;4.232683492
1426;K;85+;1.588632551
1426;M;<0-44>;0.790794006
1426;M;<45-54>;0.803768402
1426;M;<55-64>;1.085890925
1426;M;<65-74>;1.232216815
1426;M;<75-84>;1.153648193
1426;M;85+;0.668040659
1427;K;<0-44>;2.73264439
1427;K;<45-54>;5.615780234
1427;K;<55-64>;7.876181111
1427;K;<65-74>;5.184940041
1427;K;<75-84>;3.366595102
1427;K;85+;1.098351645
1427;M;<0-44>;0.569709483
1427;M;<45-54>;0.627915475
1427;M;<55-64>;0.857886435
1427;M;<65-74>;0.908067432
1427;M;<75-84>;0.708547083
1427;M;85+;0.36661296
1428;K;<0-44>;4.563020457
1428;K;<45-54>;9.172303252
1428;K;<55-64>;14.39527786
1428;K;<65-74>;8.783621217
1428;K;<75-84>;5.287024999
1428;K;85+;1.688949022
1428;M;<0-44>;0.687292941
1428;M;<45-54>;0.70586993
1428;M;<55-64>;1.084842089
1428;M;<65-74>;1.202374422
1428;M;<75-84>;0.907630763
1428;M;85+;0.495023899
1429;K;<0-44>;2.140378942
1429;K;<45-54>;4.471933871
1429;K;<55-64>;7.011395591
1429;K;<65-74>;4.585852796
1429;K;<75-84>;3.329492737
1429;K;85+;1.233082249
1429;M;<0-44>;0.487547803
1429;M;<45-54>;0.529901237
1429;M;<55-64>;0.833851528
1429;M;<65-74>;0.961522803
1429;M;<75-84>;0.894688473
1429;M;85+;0.534557246
1430;K;<0-44>;1.76628842
1430;K;<45-54>;3.276878489
1430;K;<55-64>;5.118459239
1430;K;<65-74>;3.122087176
1430;K;<75-84>;2.292092873
1430;K;85+;0.721693992
1430;M;<0-44>;0.423231031
1430;M;<45-54>;0.417185266
1430;M;<55-64>;0.632446012
1430;M;<65-74>;0.646980433
1430;M;<75-84>;0.506832349
1430;M;85+;0.276931861
1432;K;<0-44>;6.123559269
1432;K;<45-54>;11.89677751
1432;K;<55-64>;19.22934041
1432;K;<65-74>;11.16034001
1432;K;<75-84>;6.119299993
1432;K;85+;2.097802565
1432;M;<0-44>;0.746589859
1432;M;<45-54>;0.752801325
1432;M;<55-64>;1.215933766
1432;M;<65-74>;1.326543693
1432;M;<75-84>;0.946473155
1432;M;85+;0.486220218
1433;K;<0-44>;2.85348342
1433;K;<45-54>;5.334390118
1433;K;<55-64>;8.461793738
1433;K;<65-74>;5.502600888
1433;K;<75-84>;3.703742463
1433;K;85+;1.388545709
1433;M;<0-44>;0.63282839
1433;M;<45-54>;0.647704857
1433;M;<55-64>;1.012260697
1433;M;<65-74>;1.108026709
1433;M;<75-84>;0.960918974
1433;M;85+;0.526662802
1434;K;<0-44>;12.11789185
1434;K;<45-54>;19.98698593
1434;K;<55-64>;30.2378031
1434;K;<65-74>;18.4761232
1434;K;<75-84>;10.14633724
1434;K;85+;3.222650779
1434;M;<0-44>;2.002454493
1434;M;<45-54>;1.782368835
1434;M;<55-64>;2.569645412
1434;M;<65-74>;2.767177998
1434;M;<75-84>;2.093388833
1434;M;85+;0.876671935
1435;K;<0-44>;3.478522297
1435;K;<45-54>;6.427130417
1435;K;<55-64>;9.101353648
1435;K;<65-74>;5.868388302
1435;K;<75-84>;3.529803057
1435;K;85+;1.161377665
1435;M;<0-44>;0.733055371
1435;M;<45-54>;0.733674024
1435;M;<55-64>;1.000126652
1435;M;<65-74>;1.105714864
1435;M;<75-84>;0.83686602
1435;M;85+;0.410127256
1436;K;<0-44>;1.588284751
1436;K;<45-54>;2.966858473
1436;K;<55-64>;4.34304019
1436;K;<65-74>;3.029869834
1436;K;<75-84>;2.049939294
1436;K;85+;0.742257293
1436;M;<0-44>;0.329822058
1436;M;<45-54>;0.338972644
1436;M;<55-64>;0.501578182
1436;M;<65-74>;0.524701754
1436;M;<75-84>;0.465152413
1436;M;85+;0.233950138
1437;K;<0-44>;1.998138283
1437;K;<45-54>;4.101158875
1437;K;<55-64>;5.423980998
1437;K;<65-74>;3.906720787
1437;K;<75-84>;2.68256675
1437;K;85+;0.933949432
1437;M;<0-44>;0.453035916
1437;M;<45-54>;0.508817152
1437;M;<55-64>;0.663522362
1437;M;<65-74>;0.765282421
1437;M;<75-84>;0.733264791
1437;M;85+;0.287301994
1438;K;<0-44>;3.916094472
1438;K;<45-54>;7.704868771
1438;K;<55-64>;13.6537911
1438;K;<65-74>;8.291372907
1438;K;<75-84>;4.695745425
1438;K;85+;1.582152705
1438;M;<0-44>;0.626604682
1438;M;<45-54>;0.614192883
1438;M;<55-64>;1.054483553
1438;M;<65-74>;1.169032378
1438;M;<75-84>;0.800107233
1438;M;85+;0.389610416
1461;K;<0-44>;2.832163272
1461;K;<45-54>;6.271653241
1461;K;<55-64>;10.77101589
1461;K;<65-74>;5.093459586
1461;K;<75-84>;2.499843689
1461;K;85+;0.731090378
1461;M;<0-44>;0.219838893
1461;M;<45-54>;0.218543914
1461;M;<55-64>;0.385942997
1461;M;<65-74>;0.368553894
1461;M;<75-84>;0.246343339
1461;M;85+;0.090932188
1462;K;<0-44>;8.113687462
1462;K;<45-54>;16.57352409
1462;K;<55-64>;31.56490287
1462;K;<65-74>;20.20802603
1462;K;<75-84>;8.669108775
1462;K;85+;2.446702692
1462;M;<0-44>;0.398158724
1462;M;<45-54>;0.394372332
1462;M;<55-64>;0.685842458
1462;M;<65-74>;0.878044878
1462;M;<75-84>;0.539839223
1462;M;85+;0.176342776
1463;K;<0-44>;11.37366463
1463;K;<45-54>;23.79206843
1463;K;<55-64>;43.21190341
1463;K;<65-74>;25.91394834
1463;K;<75-84>;15.12524954
1463;K;85+;4.200650157
1463;M;<0-44>;1.089031096
1463;M;<45-54>;1.059743364
1463;M;<55-64>;1.844036101
1463;M;<65-74>;2.023394325
1463;M;<75-84>;1.584638716
1463;M;85+;0.676148534
1464;K;<0-44>;4.090777687
1464;K;<45-54>;7.700767327
1464;K;<55-64>;14.55848058
1464;K;<65-74>;7.884736394
1464;K;<75-84>;4.000086132
1464;K;85+;1.183351515
1464;M;<0-44>;0.37822499
1464;M;<45-54>;0.321016175
1464;M;<55-64>;0.60393788
1464;M;<65-74>;0.674546579
1464;M;<75-84>;0.424410855
1464;M;85+;0.205613474
1465;K;<0-44>;113.7129516
1465;K;<45-54>;198.137652
1465;K;<55-64>;404.9976441
1465;K;<65-74>;275.1175725
1465;K;<75-84>;179.5924825
1465;K;85+;57.82650099
1465;M;<0-44>;4.218360401
1465;M;<45-54>;3.782261054
1465;M;<55-64>;7.227531551
1465;M;<65-74>;9.027401182
1465;M;<75-84>;8.346064122
1465;M;85+;5.020179365
1601;K;<0-44>;4.241708409
1601;K;<45-54>;8.463238607
1601;K;<55-64>;14.0910115
1601;K;<65-74>;8.402638389
1601;K;<75-84>;5.272943251
1601;K;85+;1.590387568
1601;M;<0-44>;0.853003199
1601;M;<45-54>;0.910629494
1601;M;<55-64>;1.458881993
1601;M;<65-74>;1.522191362
1601;M;<75-84>;1.075691356
1601;M;85+;0.491884244
1602;K;<0-44>;1.929817495
1602;K;<45-54>;4.270214399
1602;K;<55-64>;6.808509779
1602;K;<65-74>;4.448838823
1602;K;<75-84>;2.832421248
1602;K;85+;0.869559158
1602;M;<0-44>;0.393642796
1602;M;<45-54>;0.472086022
1602;M;<55-64>;0.750828458
1602;M;<65-74>;0.815249642
1602;M;<75-84>;0.553249828
1602;M;85+;0.216051226
1603;K;<0-44>;4.30502544
1603;K;<45-54>;10.17331026
1603;K;<55-64>;14.2868715
1603;K;<65-74>;10.65855562
1603;K;<75-84>;6.296820556
1603;K;85+;1.419386662
1603;M;<0-44>;0.55587389
1603;M;<45-54>;0.751929338
1603;M;<55-64>;0.960072593
1603;M;<65-74>;1.260767324
1603;M;<75-84>;1.067285172
1603;M;85+;0.297203984
1604;K;<0-44>;3.195446196
1604;K;<45-54>;7.240155316
1604;K;<55-64>;9.884172771
1604;K;<65-74>;6.933746035
1604;K;<75-84>;4.051415696
1604;K;85+;1.179696007
1604;M;<0-44>;0.632795464
1604;M;<45-54>;0.750365079
1604;M;<55-64>;1.021645512
1604;M;<65-74>;1.167286418
1604;M;<75-84>;0.958694937
1604;M;85+;0.325314571
1605;K;<0-44>;2.985326733
1605;K;<45-54>;7.110262706
1605;K;<55-64>;9.213398813
1605;K;<65-74>;5.901447244
1605;K;<75-84>;3.939439691
1605;K;85+;0.845370229
1605;M;<0-44>;0.410773417
1605;M;<45-54>;0.551881914
1605;M;<55-64>;0.676192456
1605;M;<65-74>;0.796915976
1605;M;<75-84>;0.694499601
1605;M;85+;0.171344857
1606;K;<0-44>;2.063078952
1606;K;<45-54>;4.227265997
1606;K;<55-64>;6.681265055
1606;K;<65-74>;3.973432615
1606;K;<75-84>;2.414516669
1606;K;85+;0.723729817
1606;M;<0-44>;0.395805655
1606;M;<45-54>;0.457386702
1606;M;<55-64>;0.677747497
1606;M;<65-74>;0.719909013
1606;M;<75-84>;0.476370461
1606;M;85+;0.207174478
1607;K;<0-44>;5.986110966
1607;K;<45-54>;12.79487547
1607;K;<55-64>;21.76169301
1607;K;<65-74>;12.7087109
1607;K;<75-84>;8.22591158
1607;K;85+;2.483192403
1607;M;<0-44>;1.257954449
1607;M;<45-54>;1.431061752
1607;M;<55-64>;2.317826547
1607;M;<65-74>;2.507108666
1607;M;<75-84>;1.771485099
1607;M;85+;0.788294424
1608;K;<0-44>;3.109169271
1608;K;<45-54>;7.250145053
1608;K;<55-64>;9.664153276
1608;K;<65-74>;6.328107219
1608;K;<75-84>;4.217400855
1608;K;85+;1.200301545
1608;M;<0-44>;0.645651915
1608;M;<45-54>;0.856196557
1608;M;<55-64>;1.070735645
1608;M;<65-74>;1.274161153
1608;M;<75-84>;1.13024114
1608;M;85+;0.38203424
1609;K;<0-44>;6.10620852
1609;K;<45-54>;14.67562806
1609;K;<55-64>;17.89269145
1609;K;<65-74>;10.95431766
1609;K;<75-84>;7.860536193
1609;K;85+;2.060850934
1609;M;<0-44>;1.279085905
1609;M;<45-54>;1.7503838
1609;M;<55-64>;2.085960957
1609;M;<65-74>;2.296532837
1609;M;<75-84>;2.083449905
1609;M;85+;0.63665838
1610;K;<0-44>;2.423577081
1610;K;<45-54>;5.439338672
1610;K;<55-64>;7.879196384
1610;K;<65-74>;5.196318672
1610;K;<75-84>;3.68403043
1610;K;85+;1.062105266
1610;M;<0-44>;0.472226552
1610;M;<45-54>;0.56483215
1610;M;<55-64>;0.80762426
1610;M;<65-74>;0.912439672
1610;M;<75-84>;0.818883171
1610;M;85+;0.29482448
1611;K;<0-44>;3.53438068
1611;K;<45-54>;8.335710496
1611;K;<55-64>;10.31879417
1611;K;<65-74>;6.851026451
1611;K;<75-84>;4.827137134
1611;K;85+;1.136667644
1611;M;<0-44>;0.653252217
1611;M;<45-54>;0.870817885
1611;M;<55-64>;1.039833253
1611;M;<65-74>;1.23408058
1611;M;<75-84>;1.189909636
1611;M;85+;0.334952811
1661;K;<0-44>;6.578765314
1661;K;<45-54>;13.77831444
1661;K;<55-64>;25.87843077
1661;K;<65-74>;16.90166914
1661;K;<75-84>;9.118227533
1661;K;85+;2.520163943
1661;M;<0-44>;0.502630027
1661;M;<45-54>;0.530931763
1661;M;<55-64>;0.934160676
1661;M;<65-74>;1.147745034
1661;M;<75-84>;0.855587857
1661;M;85+;0.397906933
1801;K;<0-44>;0.930566124
1801;K;<45-54>;1.963503821
1801;K;<55-64>;2.771587487
1801;K;<65-74>;1.47268804
1801;K;<75-84>;0.984407311
1801;K;85+;0.215141762
1801;M;<0-44>;0.183871691
1801;M;<45-54>;0.200649473
1801;M;<55-64>;0.29912374
1801;M;<65-74>;0.304055893
1801;M;<75-84>;0.218935067
1801;M;85+;0.082585655
1802;K;<0-44>;2.720929327
1802;K;<45-54>;4.85876741
1802;K;<55-64>;6.590781759
1802;K;<65-74>;4.682746329
1802;K;<75-84>;3.056094358
1802;K;85+;1.009810109
1802;M;<0-44>;0.617361941
1802;M;<45-54>;0.624043177
1802;M;<55-64>;0.825298737
1802;M;<65-74>;0.940444694
1802;M;<75-84>;0.826792241
1802;M;85+;0.40494274
1803;K;<0-44>;5.553274095
1803;K;<45-54>;10.68136076
1803;K;<55-64>;14.29619099
1803;K;<65-74>;9.254319128
1803;K;<75-84>;5.905219199
1803;K;85+;1.717424313
1803;M;<0-44>;1.151811879
1803;M;<45-54>;1.174479614
1803;M;<55-64>;1.511383478
1803;M;<65-74>;1.76564803
1803;M;<75-84>;1.460533286
1803;M;85+;0.604107762
1804;K;<0-44>;5.176289931
1804;K;<45-54>;9.771530812
1804;K;<55-64>;14.55807826
1804;K;<65-74>;9.277554973
1804;K;<75-84>;5.704966015
1804;K;85+;1.740804422
1804;M;<0-44>;0.96882111
1804;M;<45-54>;0.969732166
1804;M;<55-64>;1.38072164
1804;M;<65-74>;1.589827603
1804;M;<75-84>;1.198963542
1804;M;85+;0.56934471
1805;K;<0-44>;4.510966762
1805;K;<45-54>;9.39452062
1805;K;<55-64>;12.41457176
1805;K;<65-74>;8.520240021
1805;K;<75-84>;5.516529677
1805;K;85+;1.700243705
1805;M;<0-44>;0.995774285
1805;M;<45-54>;1.090080448
1805;M;<55-64>;1.437549617
1805;M;<65-74>;1.59909305
1805;M;<75-84>;1.372050451
1805;M;85+;0.643319888
1806;K;<0-44>;2.543688342
1806;K;<45-54>;4.580738626
1806;K;<55-64>;5.587997825
1806;K;<65-74>;4.049722336
1806;K;<75-84>;2.752925044
1806;K;85+;0.871136493
1806;M;<0-44>;0.593108133
1806;M;<45-54>;0.610733795
1806;M;<55-64>;0.719996973
1806;M;<65-74>;0.871587762
1806;M;<75-84>;0.775544298
1806;M;85+;0.365054338
1807;K;<0-44>;4.430266151
1807;K;<45-54>;8.664632767
1807;K;<55-64>;11.8632256
1807;K;<65-74>;7.977899994
1807;K;<75-84>;5.39246751
1807;K;85+;1.73760893
1807;M;<0-44>;1.056676844
1807;M;<45-54>;1.08165518
1807;M;<55-64>;1.48353195
1807;M;<65-74>;1.699399625
1807;M;<75-84>;1.358098112
1807;M;85+;0.682211561
1808;K;<0-44>;2.884359596
1808;K;<45-54>;5.374969366
1808;K;<55-64>;7.591122745
1808;K;<65-74>;4.90979684
1808;K;<75-84>;3.127662071
1808;K;85+;1.027693689
1808;M;<0-44>;0.601738962
1808;M;<45-54>;0.612707241
1808;M;<55-64>;0.829758514
1808;M;<65-74>;0.968623372
1808;M;<75-84>;0.765495262
1808;M;85+;0.32505399
1809;K;<0-44>;2.359354625
1809;K;<45-54>;4.626727367
1809;K;<55-64>;6.289798177
1809;K;<65-74>;4.363374266
1809;K;<75-84>;2.943938883
1809;K;85+;0.910510018
1809;M;<0-44>;0.551279334
1809;M;<45-54>;0.615641071
1809;M;<55-64>;0.794387866
1809;M;<65-74>;0.881102564
1809;M;<75-84>;0.758559613
1809;M;85+;0.354612134
1810;K;<0-44>;3.210911889
1810;K;<45-54>;5.808176027
1810;K;<55-64>;8.063303583
1810;K;<65-74>;5.823661606
1810;K;<75-84>;3.795438172
1810;K;85+;1.312548819
1810;M;<0-44>;0.754295171
1810;M;<45-54>;0.736249414
1810;M;<55-64>;0.992000151
1810;M;<65-74>;1.214754562
1810;M;<75-84>;1.034511963
1810;M;85+;0.546558969
1811;K;<0-44>;5.60462974
1811;K;<45-54>;10.66892777
1811;K;<55-64>;15.11236125
1811;K;<65-74>;9.504655311
1811;K;<75-84>;6.539426029
1811;K;85+;1.892666926
1811;M;<0-44>;1.058406816
1811;M;<45-54>;1.074172738
1811;M;<55-64>;1.485681312
1811;M;<65-74>;1.710302782
1811;M;<75-84>;1.586336367
1811;M;85+;0.68296356
1812;K;<0-44>;2.709179142
1812;K;<45-54>;5.555733768
1812;K;<55-64>;6.922485398
1812;K;<65-74>;4.483377805
1812;K;<75-84>;3.104668821
1812;K;85+;1.021430856
1812;M;<0-44>;0.641382511
1812;M;<45-54>;0.73409486
1812;M;<55-64>;0.903062631
1812;M;<65-74>;0.939593442
1812;M;<75-84>;0.834574971
1812;M;85+;0.364128105
1813;K;<0-44>;3.136724212
1813;K;<45-54>;5.781612437
1813;K;<55-64>;7.27650706
1813;K;<65-74>;4.894791931
1813;K;<75-84>;3.426204233
1813;K;85+;1.064312324
1813;M;<0-44>;0.700542329
1813;M;<45-54>;0.745033143
1813;M;<55-64>;0.914938139
1813;M;<65-74>;0.975313172
1813;M;<75-84>;0.854762575
1813;M;85+;0.40412747
1814;K;<0-44>;3.245044329
1814;K;<45-54>;5.971955963
1814;K;<55-64>;8.279083901
1814;K;<65-74>;5.779370556
1814;K;<75-84>;3.7561081
1814;K;85+;1.318103643
1814;M;<0-44>;0.743092811
1814;M;<45-54>;0.757130092
1814;M;<55-64>;1.019721883
1814;M;<65-74>;1.231119745
1814;M;<75-84>;1.020274306
1814;M;85+;0.468387149
1815;K;<0-44>;3.0713721
1815;K;<45-54>;5.273104901
1815;K;<55-64>;7.062807174
1815;K;<65-74>;4.896608168
1815;K;<75-84>;3.082868187
1815;K;85+;1.013235007
1815;M;<0-44>;0.631538017
1815;M;<45-54>;0.61055174
1815;M;<55-64>;0.792037856
1815;M;<65-74>;0.955905726
1815;M;<75-84>;0.764661639
1815;M;85+;0.299754652
1816;K;<0-44>;6.840439759
1816;K;<45-54>;12.39488351
1816;K;<55-64>;15.30595168
1816;K;<65-74>;11.15887036
1816;K;<75-84>;7.462264549
1816;K;85+;2.550471824
1816;M;<0-44>;1.460278651
1816;M;<45-54>;1.475910425
1816;M;<55-64>;1.808165568
1816;M;<65-74>;2.224207116
1816;M;<75-84>;1.869060743
1816;M;85+;0.938412991
1817;K;<0-44>;3.873322087
1817;K;<45-54>;7.687527749
1817;K;<55-64>;11.97167077
1817;K;<65-74>;7.04810691
1817;K;<75-84>;4.213331042
1817;K;85+;1.309261832
1817;M;<0-44>;0.828125965
1817;M;<45-54>;0.86715155
1817;M;<55-64>;1.296344149
1817;M;<65-74>;1.418635489
1817;M;<75-84>;1.079401826
1817;M;85+;0.494075475
1818;K;<0-44>;4.33408983
1818;K;<45-54>;8.506742577
1818;K;<55-64>;15.03575353
1818;K;<65-74>;8.366202297
1818;K;<75-84>;4.890175952
1818;K;85+;1.468640325
1818;M;<0-44>;0.796951232
1818;M;<45-54>;0.803652665
1818;M;<55-64>;1.407464342
1818;M;<65-74>;1.517515494
1818;M;<75-84>;1.061127815
1818;M;85+;0.502099993
1819;K;<0-44>;2.470451349
1819;K;<45-54>;4.609072433
1819;K;<55-64>;6.013635166
1819;K;<65-74>;4.564549795
1819;K;<75-84>;3.006658578
1819;K;85+;0.887398103
1819;M;<0-44>;0.617645512
1819;M;<45-54>;0.651029881
1819;M;<55-64>;0.834163556
1819;M;<65-74>;0.999481969
1819;M;<75-84>;0.86632824
1819;M;85+;0.327397197
1820;K;<0-44>;2.169705439
1820;K;<45-54>;4.222272379
1820;K;<55-64>;6.42043019
1820;K;<65-74>;3.855966942
1820;K;<75-84>;2.457723215
1820;K;85+;0.76622788
1820;M;<0-44>;0.413374173
1820;M;<45-54>;0.43000288
1820;M;<55-64>;0.627045372
1820;M;<65-74>;0.71055116
1820;M;<75-84>;0.541391882
1820;M;85+;0.240646416
1821;K;<0-44>;1.103879844
1821;K;<45-54>;2.205645187
1821;K;<55-64>;3.235610231
1821;K;<65-74>;1.966040537
1821;K;<75-84>;1.241671311
1821;K;85+;0.354920447
1821;M;<0-44>;0.210294868
1821;M;<45-54>;0.240991015
1821;M;<55-64>;0.325856918
1821;M;<65-74>;0.376219774
1821;M;<75-84>;0.353956641
1821;M;85+;0.143888668
1861;K;<0-44>;2.111665426
1861;K;<45-54>;4.482455328
1861;K;<55-64>;8.305107061
1861;K;<65-74>;5.068899312
1861;K;<75-84>;2.573578884
1861;K;85+;0.777750252
1861;M;<0-44>;0.259081428
1861;M;<45-54>;0.254808336
1861;M;<55-64>;0.457433549
1861;M;<65-74>;0.558282011
1861;M;<75-84>;0.392992032
1861;M;85+;0.162484781
1862;K;<0-44>;2.981358781
1862;K;<45-54>;6.756092843
1862;K;<55-64>;11.41440679
1862;K;<65-74>;7.536600348
1862;K;<75-84>;4.189512999
1862;K;85+;1.161030572
1862;M;<0-44>;0.307568907
1862;M;<45-54>;0.320774762
1862;M;<55-64>;0.533825346
1862;M;<65-74>;0.650138057
1862;M;<75-84>;0.478467036
1862;M;85+;0.227582714
1863;K;<0-44>;9.265542574
1863;K;<45-54>;17.24662074
1863;K;<55-64>;28.97958001
1863;K;<65-74>;17.37034614
1863;K;<75-84>;10.03197059
1863;K;85+;2.694490846
1863;M;<0-44>;0.705747018
1863;M;<45-54>;0.626889263
1863;M;<55-64>;1.071127668
1863;M;<65-74>;1.218145585
1863;M;<75-84>;0.988774651
1863;M;85+;0.479267725
1864;K;<0-44>;2.164389021
1864;K;<45-54>;5.003251084
1864;K;<55-64>;8.201057146
1864;K;<65-74>;5.529201587
1864;K;<75-84>;2.35309402
1864;K;85+;0.678534664
1864;M;<0-44>;0.242948346
1864;M;<45-54>;0.275033182
1864;M;<55-64>;0.403931404
1864;M;<65-74>;0.576665214
1864;M;<75-84>;0.356890481
1864;M;85+;0.107993899
2001;K;<0-44>;2.806660868
2001;K;<45-54>;5.90581723
2001;K;<55-64>;7.814896054
2001;K;<65-74>;5.511237045
2001;K;<75-84>;3.779744743
2001;K;85+;1.248044586
2001;M;<0-44>;0.471862456
2001;M;<45-54>;0.52257856
2001;M;<55-64>;0.676381117
2001;M;<65-74>;0.818284701
2001;M;<75-84>;0.763592547
2001;M;85+;0.357396612
2002;K;<0-44>;5.925535099
2002;K;<45-54>;12.1955539
2002;K;<55-64>;16.59874231
2002;K;<65-74>;10.85816387
2002;K;<75-84>;7.570345317
2002;K;85+;2.594707754
2002;M;<0-44>;1.259400034
2002;M;<45-54>;1.441517715
2002;M;<55-64>;1.889538438
2002;M;<65-74>;2.169565228
